관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
41430-00126,청계공원,묘지공원,경기도 의왕시 청계동 산8-5,경기도 의왕시 청계동 산8-5,37.3977154,127.0352243,628000,,,,,,1987-12-07,경기도 안양시청,031-8045-2238,2022-06-13,4030000,경기도 의왕시
41430-00127,고천체육공원,체육공원,경기도 의왕시 오전로 18,경기도 의왕시 왕곡동 270-2,37.34790019,126.9823494,15635,"축구장, 테니스장+배구+배드민턴",미끄럼틀,"매점, 화장실, 주차장",,,1995-04-19,경기도 의왕시청,031-345-2562,2022-06-13,4030000,경기도 의왕시
41430-00128,부곡체육공원,체육공원,경기도 의왕시 부곡공원길 6,경기도 의왕시 월암동 421,37.31463423,126.9587538,34503,축구장+씨름장+배구+배스민턴,미끄럼틀,"화장실, 주차장",,,2000-06-20,경기도 의왕시청,031-345-2562,2022-06-13,4030000,경기도 의왕시
41430-00129,내손공원,체육공원,경기도 의왕시 내손공원길 39,경기도 의왕시 내손동 666,37.38728649,126.9831857,30556.8,축구장,"미끄럼틀, 그네",화장실,,,1981-12-24,경기도 의왕시청,031-345-2562,2022-06-13,4030000,경기도 의왕시
31200-12201,두부곡어린이공원,어린이공원,,울산광역시 북구 연암동 404-2,35.58642088,129.3652557,1666,체육시설(5),조합놀이대(모래)(1),파고라(1)+등의자(4),,CCTV(3),1997-07-15,울산광역시 북구청,052-241-7942,2022-06-13,3720000,울산광역시 북구
31200-12202,잠실공원,어린이공원,,울산광역시 북구 연암동 292,35.58560676,129.3710676,2513,체육시설(4),조합놀이대(모래)(1)+그네(1),파고라(1)+등의자(4)+평상(2),,CCTV(3),1997-07-15,울산광역시 북구청,052-241-7942,2022-06-13,3720000,울산광역시 북구
31200-12203,늘푸른공원,어린이공원,,울산광역시 북구 연암동 379-5,35.58310419,129.3659296,2063,체육시설(5),그물놀이대(모래)(1),파고라(1)+등의자(2),,CCTV(3),1997-07-15,울산광역시 북구청,052-241-7942,2022-06-13,3720000,울산광역시 북구
31200-12204,안산공원,어린이공원,,울산광역시 북구 연암동 311,35.58161235,129.3689358,1569,체육시설(4),조합놀이대(모래)(1),파고라(1)+등의자(3),,CCTV(3),1997-07-15,울산광역시 북구청,052-241-7942,2022-06-13,3720000,울산광역시 북구
41570-00059,고촌어린이19(수기1공원),어린이공원,,경기도 김포시 고촌읍 신곡리 1249,37.60012704,126.767372,1715,,조합놀이대+그네,,,,2005-06-07,경기도 김포시 공원관리과,031-980-5627,2022-10-18,4090000,경기도 김포시
41570-00060,고촌어린이20(수기2공원),어린이공원,,경기도 김포시 고촌읍 신곡리 1260,37.596805,126.770145,1522,체력단련시설,조합놀이대+그네,,,,2005-06-07,경기도 김포시 공원관리과,031-980-5627,2022-10-18,4090000,경기도 김포시
41570-00061,고촌어린이21(수기3공원),어린이공원,,경기도 김포시 고촌읍 신곡리 1268,37.596252,126.767048,1567,,조합놀이대+그네,,,,2005-06-07,경기도 김포시 공원관리과,031-980-5627,2022-10-18,4090000,경기도 김포시
41570-00063,항공소공원1,소공원,,경기도 김포시 대곶면 대벽리 산66-56,37.617583,126.580436,1968,,,,,,2007-12-17,경기도 김포시 공원녹지과,031-980-2344,2022-10-18,4090000,경기도 김포시
41570-00064,걸포어린이22,어린이공원,,경기도 김포시 걸포동 1560,37.634949,126.7052284,3450,,조합놀이대,,,,2006-01-31,경기도 김포시 공원관리과,031-980-5627,2022-10-18,4090000,경기도 김포시
41570-00065,신곡노을공원(고촌31호),근린공원,,경기도 김포시 고촌읍 신곡리 1106,37.60413566,126.7726878,12881,체력단련시설+농구장+배드민턴장,조합놀이대,화장실,,,2006-02-06,경기도 김포시 공원관리과,031-980-5627,2022-10-18,4090000,경기도 김포시
41430-00105,왕송호수공원,근린공원,경기도 의왕시 초평동 278-1,경기도 의왕시 초평동 278-1,37.31254878,126.9444365,210915,야외운동기구,레일바이크,주차장+화장실+푸드트럭,조류생태과학관,"분수,인공습지",2013-09-06,경기도 의왕시청,031-345-3534,2022-06-13,4030000,경기도 의왕시
41430-00106,근린공원,근린공원,경기도 의왕시 포일동 487,경기도 의왕시 포일동 487,37.39252231,126.9849339,9515,,,,,,2016-05-17,경기도 의왕시청,031-345-3083,2022-06-13,4030000,경기도 의왕시
41430-00107,근린공원,근린공원,경기도 의왕시 내손동 664-18,경기도 의왕시 내손동 664-18,37.39065502,126.9846537,10358.8,,,,,,2016-06-03,경기도 의왕시청,031-345-3083,2022-06-13,4030000,경기도 의왕시
41430-00108,근린공원,근린공원,경기도 의왕시 내손동 691-10,경기도 의왕시 내손동 691-10,37.38274459,126.9793085,10601.9,,,,,,2016-06-03,경기도 의왕시청,031-345-3083,2022-06-13,4030000,경기도 의왕시
41430-00109,근린공원,근린공원,경기도 의왕시 고천동 산 48,경기도 의왕시 고천동 산 48,37.34162973,126.9737404,51709,,,,,,2016-12-28,경기도 의왕시청,031-345-3083,2022-06-13,4030000,경기도 의왕시
41430-00110,근린공원,근린공원,경기도 의왕시 초평동 55-3,경기도 의왕시 초평동 55-3,37.32122797,126.9358181,25874,,,,,,2017-04-10,경기도 의왕시청,031-345-3083,2022-06-13,4030000,경기도 의왕시
41360-00073,이안어린이공원,어린이공원,,"경기도 남양주시 화도읍 창현리 645-19, 645-24, 642-7, 644-4",37.64221861,127.3039419,1675,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00074,별내택지 소공원1,소공원,,경기도 남양주시 별내동 886,37.67491691,127.1336222,2027,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00075,별내택지소공원2,소공원,,경기도 남양주시 별내동 941-2,37.65518368,127.128043,3196,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00076,별내택지어린이공원2,어린이공원,,경기도 남양주시 별내동 838-9,37.6660172,127.1153041,1694,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00077,별내택지어린이공원6,어린이공원,,경기도 남양주시 별내동 1092,37.6510798,127.1144787,1989,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00078,별내택지어린이공원3,어린이공원,경기도 남양주시 별내동 별내3로 285,,37.66271585,127.1164707,2743,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00079,별내택지어린이공원4,어린이공원,,경기도 남양주시 별내동 1130,37.6577684,127.1147836,3040,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00080,별내택지어린이공원7,어린이공원,,경기도 남양주시 별내동 1038-3,37.6460333,127.1154635,4290,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00081,별내택지어린이공원1,어린이공원,,경기도 남양주시 별내동 1162,37.66452648,127.1104557,4299,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00082,별내택지어린이공원5,어린이공원,,경기도 남양주시 별내동 904,37.66061894,127.1268115,6981,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00083,별내택지 근린공원1,근린공원,,경기도 남양주시 별내동 818,37.67007379,127.116929,28459,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00084,별내택지 근린공원2,근린공원,,경기도 남양주시 별내동 956-5,37.6595533,127.1278149,29162,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00085,별내택지 근린공원3,근린공원,경기도 남양주시 순화궁로 313,경기도 남양주시 별내동 939,37.65493394,127.1270364,31560,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00086,별내택지 근린공원7,근린공원,,경기도 남양주시 별내동 988,37.64392211,127.1283003,54318,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00087,별내택지 근린공원4,근린공원,,경기도 남양주시 별내동 918,37.65657399,127.1215905,65676,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00088,별내택지 근린공원6,근린공원,,경기도 남양주시 별내동 1016-3,37.6472205,127.1246392,76348,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00089,별내택지 근린공원5,근린공원,,경기도 남양주시 별내동 1074,37.6540409,127.1157796,144582,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00090,별내택지 체육공원,체육공원,,경기도 남양주시 별내동 861,37.66427015,127.1201524,47845,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00091,별내택지체육공원1,체육공원,,경기도 남양주시 별내동858,37.664986,127.118584,7759,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00092,별내택지 체육공원3,체육공원,,경기도 남양주시 별내동910,37.65972854,127.1213588,12367,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00093,별내택지 체육공원4,체육공원,,경기도 남양주시 별내동908,37.66009632,127.1234243,21946,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41360-00094,마석신도2차1호소공원,소공원,경기도 남양주시 화도읍 비룡로99번길 50,경기도 남양주시 화도읍 묵현리 625-2,37.6629166,127.2986365,295,,,,,,,경기도 남양주시청,031-590-8601,2022-12-07,3990000,경기도 남양주시
41220-00289,수변공원 10호(고덕국제화지구 율포리),수변공원,,경기도 평택시 고덕면 율포리 65답,37.042043,127.044785,11800,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00290,수변공원 11호(고덕국제화지구 여염리),수변공원,,경기도 평택시 고덕면 여염리 281-8답,37.042913,127.047362,10395,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00291,수변공원 12호(고덕국제화지구 율포리),수변공원,,경기도 평택시 고덕면 율포리 산11-5임,37.04237,127.043867,26763,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00292,수변공원 13호(고덕국제화지구  장당동),수변공원,,경기도 평택시 장당동 559-1대,37.041184,127.07125,13428,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00293,수변공원 14호(고덕국제화지구  율포리),수변공원,,경기도 평택시 고덕면 율포리 2-6목,37.0499,127.043385,8285,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00294,수변공원 15호(고덕국제화지구  장당동),수변공원,,경기도 평택시 장당동 524-58답,37.04907,127.052502,30638,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
29140-00054,살구,어린이공원,,광주광역시 서구 풍암동 1062,35.12080041,126.8825173,2191,0,1,7,0,8,1995-06-30,광주광역시 서구청,062-360-7512,2022-11-28,3600000,광주광역시 서구
41220-00295,수변공원 1호(고덕국제화지구 해창리),수변공원,,경기도 평택시 고덕면 해창리 99답,37.027325,127.029194,4809,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00296,수변공원 2호(고덕국제화지구 궁리),수변공원,,경기도 평택시 고덕면 궁리 303-2목,37.027408,127.0333,67862,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00297,수변공원 3호(고덕국제화지구 해창리),수변공원,,경기도 평택시 고덕면 해창리 66답,37.030342,127.031781,56051,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00298,수변공원 4호(고덕국제화지구 궁리),수변공원,,경기도 평택시 고덕면 궁리 310답,37.030414,127.033791,15746,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00299,수변공원 5호(고덕국제화지구 좌교리),수변공원,,경기도 평택시 고덕면 좌교리 94답,37.033702,127.036699,8662,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00300,수변공원 6호(고덕국제화지구 여염리),수변공원,,경기도 평택시 고덕면 여염리 377답,37.035169,127.042966,7599,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00301,수변공원 7호(고덕국제화지구 여염리),수변공원,,경기도 평택시 고덕면 여염리 362-1답,37.036833,127.041657,35231,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00302,수변공원 8호(고덕국제화지구 율포리),수변공원,,경기도 평택시 고덕면 율포리 98답,37.041322,127.042695,11150,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00303,수변공원 9호(고덕국제화지구 여염리),수변공원,,경기도 평택시 고덕면 여염리 315답,37.040832,127.045428,11782,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00304,수변공원(브레인시티),수변공원,경기도 평택시 삼남로 236 (도일동),경기도 평택시 도일동 983-7,37.04838129,127.0988531,61615,,,,,,2010-03-15,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00305,수촌1 수변공원(수촌지구),수변공원,,경기도 평택시 칠원동 289-25,37.020343,127.113678,21187,,,,,,2009-12-16,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00306,제1호 수변공원(가재지구 128호),수변공원,,경기도 평택시 가재동 479-1,37.042328,127.077653,1100,,,,,,2011-11-25,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41220-00307,제2호 수변공원(가재지구 129호),수변공원,,경기도 평택시 가재동 479-1,37.042328,127.077653,6560,,,,,,2011-11-25,경기도 평택시청,031-8024-4247,2022-06-01,3910000,경기도 평택시
41480-00074,선유3 어린이공원,어린이공원,,경기도 파주시 문산읍 당동리 936번지,37.868024,126.786909,7284,,조합놀이대,,,,2012-11-23,경기도 파주시 공원관리과,031-940-5381,2022-04-29,4060000,경기도 파주시
41480-00075,선유산업단지1호 근린공원,근린공원,,경기도 파주시 문산읍 당동리 943,37.862704,126.7717539,21818,,,,,,2010-07-28,경기도 파주시 공원관리과,031-940-5381,2022-04-29,4060000,경기도 파주시
41480-00076,선유산업단지2호 근린공원,근린공원,,경기도 파주시 문산읍 선유리 1396,37.86490558,126.7991824,16328,축구장+족구장,,화장실+주차장,,,2010-07-28,경기도 파주시 공원관리과,031-940-5381,2022-04-29,4060000,경기도 파주시
46710-00049,공원-49,소공원,,전라남도 담양군 수북면 황금리 634-1,35.26449474,126.925887,1120,,,,,,2007-11-26,전라남도 담양군청,061-380-2574,2022-02-07,4850000,전라남도 담양군
46710-00050,공원-50,소공원,,전라남도 담양군 수북면 황금리 77,35.26998252,126.922384,598,,,,,,2007-11-26,전라남도 담양군청,061-380-2574,2022-02-07,4850000,전라남도 담양군
46710-00051,공원-51,소공원,,전라남도 담양군 수북면 정중리 219-24,35.27342634,126.9264963,1266,,,,,,2007-11-26,전라남도 담양군청,061-380-2574,2022-02-07,4850000,전라남도 담양군
46710-00052,공원-52,소공원,,전라남도 담양군 창평면 유곡리 972,35.24563249,126.9870517,2144,,,,,,2007-11-26,전라남도 담양군청,061-380-2574,2022-02-07,4850000,전라남도 담양군
